interval_start_h,interval_end_h,f,exchange_reaction,bound_value,flux_at_optimum,is_binding
2,4,2.0,EX_cpd00023_e0,0.0021863155564132157,-0.0021863155564132157,True
2,4,2.0,EX_cpd00111_e0,0.00012848821196533266,-0.00012848821196533266,True
2,4,2.0,EX_cpd00477_e0,8.951468771886537e-07,-8.951468771886537e-07,True
2,4,2.0,EX_cpd00061_e0,2.006157717811904e-05,-2.006157717811904e-05,True
2,4,2.0,EX_cpd00091_e0,8.884130018734792e-06,-8.884130018734792e-06,True
2,4,5.0,EX_cpd00169_e0,8.136808956677775e-05,-8.136808956677775e-05,True
2,4,5.0,EX_cpd00018_e0,7.320790379246835e-06,-7.320790379246835e-06,True
2,4,5.0,EX_cpd00395_e0,5.554447204379838e-05,-5.554447204379838e-05,True
2,4,5.0,EX_cpd01311_e0,0.0001386900487984786,-0.0,False
2,4,5.0,EX_cpd00023_e0,0.005465788891033038,-0.005465788891033038,True
2,4,5.0,EX_cpd00111_e0,0.0003212205299133317,-0.0003212205299133317,True
2,4,5.0,EX_cpd00477_e0,2.2378671929716342e-06,-2.2378671929716342e-06,True
2,4,5.0,EX_cpd00061_e0,5.015394294529761e-05,-5.015394294529761e-05,True
2,4,5.0,EX_cpd00091_e0,2.221032504683698e-05,-2.221032504683698e-05,True
2,4,10.0,EX_cpd00169_e0,0.0001627361791335555,-0.0001627361791335555,True
2,4,10.0,EX_cpd00018_e0,1.464158075849367e-05,-1.464158075849367e-05,True
2,4,10.0,EX_cpd00395_e0,0.00011108894408759676,-0.00011108894408759676,True
2,4,10.0,EX_cpd01311_e0,0.0002773800975969572,-0.0,False
2,4,10.0,EX_cpd00023_e0,0.010931577782066076,-0.010931577782066076,True
2,4,10.0,EX_cpd00111_e0,0.0006424410598266634,-0.0006424410598266634,True
2,4,10.0,EX_cpd00477_e0,4.4757343859432685e-06,-4.4757343859432685e-06,True
2,4,10.0,EX_cpd00061_e0,0.00010030788589059522,-0.00010030788589059522,True
2,4,10.0,EX_cpd00091_e0,4.442065009367396e-05,-4.442065009367396e-05,True
4,6,0.1,EX_cpd02711_e0,3.379982122731416e-06,-3.379982122731416e-06,True
4,6,0.1,EX_cpd00024_e0,3.058490061153659e-07,-3.058490061153659e-07,True
4,6,0.1,EX_cpd00018_e0,6.467918832521432e-07,-6.467918832521432e-07,True
4,6,0.1,EX_cpd00111_e0,5.996848055289516e-06,-5.996848055289516e-06,True
4,6,0.1,EX_cpd00477_e0,7.989378380618544e-07,-7.989378380618544e-07,True
4,6,0.1,EX_cpd00091_e0,1.5377677594137438e-07,-1.5377677594137438e-07,True
4,6,0.5,EX_cpd02711_e0,1.689991061365708e-05,-1.689991061365708e-05,True
4,6,0.5,EX_cpd00024_e0,1.5292450305768292e-06,-1.5292450305768292e-06,True
4,6,0.5,EX_cpd00018_e0,3.2339594162607155e-06,-3.2339594162607155e-06,True
4,6,0.5,EX_cpd00111_e0,2.9984240276447582e-05,-2.9984240276447582e-05,True
4,6,0.5,EX_cpd00477_e0,3.994689190309271e-06,-3.994689190309271e-06,True
4,6,0.5,EX_cpd00091_e0,7.688838797068718e-07,-7.688838797068718e-07,True
4,6,1.0,EX_cpd02711_e0,3.379982122731416e-05,-3.379982122731416e-05,True
4,6,1.0,EX_cpd00024_e0,3.0584900611536584e-06,-3.0584900611536584e-06,True
4,6,1.0,EX_cpd00018_e0,6.467918832521431e-06,-6.467918832521431e-06,True
4,6,1.0,EX_cpd00111_e0,5.9968480552895165e-05,-5.9968480552895165e-05,True
4,6,1.0,EX_cpd00477_e0,7.989378380618542e-06,-7.989378380618542e-06,True
4,6,1.0,EX_cpd00091_e0,1.5377677594137436e-06,-1.5377677594137436e-06,True
4,6,2.0,EX_cpd02711_e0,6.759964245462832e-05,-6.759964245462832e-05,True
4,6,2.0,EX_cpd00024_e0,6.116980122307317e-06,-6.116980122307317e-06,True
4,6,2.0,EX_cpd00018_e0,1.2935837665042862e-05,-1.2935837665042862e-05,True
4,6,2.0,EX_cpd00111_e0,0.00011993696110579033,-0.00011993696110579033,True
4,6,2.0,EX_cpd00477_e0,1.5978756761237085e-05,-1.5978756761237085e-05,True
4,6,2.0,EX_cpd00091_e0,3.075535518827487e-06,-3.075535518827487e-06,True
4,6,5.0,EX_cpd02711_e0,0.0001689991061365708,-0.0001689991061365708,True
4,6,5.0,EX_cpd00024_e0,1.5292450305768292e-05,-1.5292450305768292e-05,True
4,6,5.0,EX_cpd00018_e0,3.233959416260716e-05,-3.233959416260716e-05,True
4,6,5.0,EX_cpd00111_e0,0.0002998424027644758,-0.0002998424027644758,True
4,6,5.0,EX_cpd00477_e0,3.9946891903092716e-05,-3.9946891903092716e-05,True
4,6,5.0,EX_cpd00091_e0,7.688838797068717e-06,-7.688838797068717e-06,True
4,6,10.0,EX_cpd02711_e0,0.0003379982122731416,-0.0003379982122731416,True
4,6,10.0,EX_cpd00024_e0,3.0584900611536584e-05,-3.0584900611536584e-05,True
4,6,10.0,EX_cpd00018_e0,6.467918832521432e-05,-6.467918832521432e-05,True
4,6,10.0,EX_cpd00111_e0,0.0005996848055289516,-0.0005996848055289516,True
4,6,10.0,EX_cpd00477_e0,7.989378380618543e-05,-7.989378380618543e-05,True
4,6,10.0,EX_cpd00091_e0,1.5377677594137434e-05,-1.5377677594137434e-05,True
6,8,0.1,EX_cpd02711_e0,1.3716323345065248e-06,-1.3716323345065248e-06,True
6,8,0.1,EX_cpd00169_e0,2.6354013618609895e-06,-2.6354013618609895e-06,True
6,8,0.1,EX_cpd00018_e0,2.59980199212652e-07,-2.59980199212652e-07,True
6,8,0.1,EX_cpd00395_e0,2.478045499436078e-06,-2.478045499436078e-06,True
6,8,0.1,EX_cpd01311_e0,3.4525966203950234e-06,-0.0,False
6,8,0.1,EX_cpd00023_e0,0.0007271763380083264,-0.0007271763380083264,True
6,8,0.1,EX_cpd00111_e0,4.21681594824074e-07,-4.21681594824074e-07,True
6,8,0.1,EX_cpd00061_e0,3.819902275751103e-06,-3.819902275751103e-06,True
6,8,0.1,EX_cpd00091_e0,7.641368016354532e-07,-7.641368016354532e-07,True
6,8,0.5,EX_cpd02711_e0,6.858161672532622e-06,-6.858161672532622e-06,True
6,8,0.5,EX_cpd00169_e0,1.3177006809304947e-05,-1.3177006809304947e-05,True
6,8,0.5,EX_cpd00018_e0,1.29990099606326e-06,-1.29990099606326e-06,True
6,8,0.5,EX_cpd00395_e0,1.239022749718039e-05,-1.239022749718039e-05,True
6,8,0.5,EX_cpd01311_e0,1.7262983101975117e-05,0.0,False
6,8,0.5,EX_cpd00023_e0,0.003635881690041632,-0.003635881690041632,True
6,8,0.5,EX_cpd00111_e0,2.1084079741203697e-06,-2.1084079741203697e-06,True
6,8,0.5,EX_cpd00061_e0,1.909951137875551e-05,-1.909951137875551e-05,True
6,8,0.5,EX_cpd00091_e0,3.820684008177266e-06,-3.820684008177266e-06,True
6,8,1.0,EX_cpd02711_e0,1.3716323345065243e-05,-1.3716323345065243e-05,True
6,8,1.0,EX_cpd00169_e0,2.6354013618609894e-05,-2.6354013618609894e-05,True
6,8,1.0,EX_cpd00018_e0,2.59980199212652e-06,-2.59980199212652e-06,True
6,8,1.0,EX_cpd00395_e0,2.478045499436078e-05,-2.478045499436078e-05,True
6,8,1.0,EX_cpd01311_e0,3.4525966203950234e-05,-0.0,False
6,8,1.0,EX_cpd00023_e0,0.007271763380083264,-0.007271763380083264,True
6,8,1.0,EX_cpd00111_e0,4.216815948240739e-06,-4.216815948240739e-06,True
6,8,1.0,EX_cpd00061_e0,3.819902275751102e-05,-3.819902275751102e-05,True
6,8,1.0,EX_cpd00091_e0,7.641368016354533e-06,-7.641368016354533e-06,True
6,8,2.0,EX_cpd02711_e0,2.7432646690130487e-05,-2.7432646690130487e-05,True
6,8,2.0,EX_cpd00169_e0,5.270802723721979e-05,-5.270802723721979e-05,True
6,8,2.0,EX_cpd00018_e0,5.19960398425304e-06,-5.19960398425304e-06,True
6,8,2.0,EX_cpd00395_e0,4.956090998872156e-05,-4.956090998872156e-05,True
6,8,2.0,EX_cpd01311_e0,6.905193240790047e-05,-0.0,False
6,8,2.0,EX_cpd00023_e0,0.014543526760166528,-0.014543526760166528,True
6,8,2.0,EX_cpd00111_e0,8.433631896481479e-06,-8.433631896481479e-06,True
6,8,2.0,EX_cpd00061_e0,7.639804551502205e-05,-7.639804551502205e-05,True
6,8,2.0,EX_cpd00091_e0,1.5282736032709065e-05,-1.5282736032709065e-05,True
6,8,5.0,EX_cpd02711_e0,6.858161672532623e-05,-6.858161672532623e-05,True
6,8,5.0,EX_cpd00169_e0,0.0001317700680930495,-0.0001317700680930495,True
6,8,5.0,EX_cpd00018_e0,1.29990099606326e-05,-1.29990099606326e-05,True
6,8,5.0,EX_cpd00395_e0,0.0001239022749718039,-0.0001239022749718039,True
6,8,5.0,EX_cpd01311_e0,0.00017262983101975116,-0.0,False
6,8,5.0,EX_cpd00023_e0,0.03635881690041632,-0.03635881690041632,True
6,8,5.0,EX_cpd00111_e0,2.1084079741203698e-05,-2.1084079741203698e-05,True
6,8,5.0,EX_cpd00061_e0,0.0001909951137875551,-0.0001909951137875551,True
6,8,5.0,EX_cpd00091_e0,3.820684008177266e-05,-3.820684008177266e-05,True
6,8,10.0,EX_cpd02711_e0,0.00013716323345065246,-0.00013716323345065246,True
6,8,10.0,EX_cpd00169_e0,0.000263540136186099,-0.000263540136186099,True
6,8,10.0,EX_cpd00018_e0,2.59980199212652e-05,-2.59980199212652e-05,True
6,8,10.0,EX_cpd00395_e0,0.0002478045499436078,-0.0002478045499436078,True
6,8,10.0,EX_cpd01311_e0,0.0003452596620395023,-0.0,False
6,8,10.0,EX_cpd00023_e0,0.07271763380083264,-0.07271763380083264,True
6,8,10.0,EX_cpd00111_e0,4.2168159482407397e-05,-4.2168159482407397e-05,True
6,8,10.0,EX_cpd00061_e0,0.0003819902275751102,-0.0003819902275751102,True
6,8,10.0,EX_cpd00091_e0,7.641368016354532e-05,-7.641368016354532e-05,True
8,10,0.5,EX_cpd02711_e0,3.3491968661154e-05,-3.3491968661154e-05,True
8,10,0.5,EX_cpd00169_e0,3.5131653790573105e-05,-3.5131653790573105e-05,True
8,10,0.5,EX_cpd00024_e0,5.778253823748343e-05,-5.778253823748343e-05,True
8,10,0.5,EX_cpd00018_e0,1.2008956199119981e-05,-1.2008956199119981e-05,True
8,10,0.5,EX_cpd01311_e0,1.7399897816712706e-05,-0.0,False
8,10,0.5,EX_cpd00023_e0,0.006731993792298008,-0.006731993792298008,True
8,10,0.5,EX_cpd00080_e0,1.5461961712176807e-05,-1.5461961712176807e-05,True
8,10,0.5,EX_cpd00477_e0,1.454007461968218e-05,-1.454007461968218e-05,True
8,10,0.5,EX_cpd00061_e0,4.074882106010101e-05,-4.074882106010101e-05,True
8,10,0.5,EX_cpd00091_e0,2.1829732487075688e-05,-2.1829732487075688e-05,True
8,10,1.0,EX_cpd02711_e0,6.6983937322308e-05,-6.6983937322308e-05,True
8,10,1.0,EX_cpd00169_e0,7.026330758114621e-05,-7.026330758114621e-05,True
8,10,1.0,EX_cpd00024_e0,0.00011556507647496686,-0.00011556507647496686,True
8,10,1.0,EX_cpd00018_e0,2.4017912398239962e-05,-2.4017912398239962e-05,True
8,10,1.0,EX_cpd01311_e0,3.479979563342541e-05,-0.0,False
8,10,1.0,EX_cpd00023_e0,0.013463987584596016,-0.013463987584596016,True
8,10,1.0,EX_cpd00080_e0,3.092392342435361e-05,-3.092392342435361e-05,True
8,10,1.0,EX_cpd00477_e0,2.908014923936436e-05,-2.908014923936436e-05,True
8,10,1.0,EX_cpd00061_e0,8.149764212020202e-05,-8.149764212020202e-05,True
8,10,1.0,EX_cpd00091_e0,4.3659464974151375e-05,-4.3659464974151375e-05,True
8,10,2.0,EX_cpd02711_e0,0.000133967874644616,-0.000133967874644616,True
8,10,2.0,EX_cpd00169_e0,0.00014052661516229242,-0.00014052661516229242,True
8,10,2.0,EX_cpd00024_e0,0.00023113015294993372,-0.00023113015294993372,True
8,10,2.0,EX_cpd00018_e0,4.8035824796479924e-05,-4.8035824796479924e-05,True
8,10,2.0,EX_cpd01311_e0,6.959959126685082e-05,-0.0,False
8,10,2.0,EX_cpd00023_e0,0.026927975169192032,-0.026927975169192032,True
8,10,2.0,EX_cpd00080_e0,6.184784684870723e-05,-6.184784684870723e-05,True
8,10,2.0,EX_cpd00477_e0,5.816029847872872e-05,-5.816029847872872e-05,True
8,10,2.0,EX_cpd00061_e0,0.00016299528424040403,-0.00016299528424040403,True
8,10,2.0,EX_cpd00091_e0,8.731892994830275e-05,-8.731892994830275e-05,True
8,10,5.0,EX_cpd02711_e0,0.00033491968661154,-0.00033491968661154,True
8,10,5.0,EX_cpd00169_e0,0.0003513165379057311,-0.0003513165379057311,True
8,10,5.0,EX_cpd00024_e0,0.0005778253823748343,-0.0005778253823748343,True
8,10,5.0,EX_cpd00018_e0,0.00012008956199119983,-0.00012008956199119983,True
8,10,5.0,EX_cpd01311_e0,0.00017399897816712705,-0.0,False
8,10,5.0,EX_cpd00023_e0,0.06731993792298009,-0.06731993792298009,True
8,10,5.0,EX_cpd00080_e0,0.00015461961712176807,-0.00015461961712176807,True
8,10,5.0,EX_cpd00477_e0,0.0001454007461968218,-0.0001454007461968218,True
8,10,5.0,EX_cpd00061_e0,0.00040748821060101006,-0.00040748821060101006,True
8,10,5.0,EX_cpd00091_e0,0.0002182973248707569,-0.0002182973248707569,True
8,10,10.0,EX_cpd02711_e0,0.00066983937322308,-0.00066983937322308,True
8,10,10.0,EX_cpd00169_e0,0.0007026330758114622,-0.0007026330758114622,True
8,10,10.0,EX_cpd00024_e0,0.0011556507647496686,-0.0011556507647496686,True
8,10,10.0,EX_cpd00018_e0,0.00024017912398239966,-0.00024017912398239966,True
8,10,10.0,EX_cpd01311_e0,0.0003479979563342541,-0.0,False
8,10,10.0,EX_cpd00023_e0,0.13463987584596018,-0.13463987584596018,True
8,10,10.0,EX_cpd00080_e0,0.00030923923424353613,-0.00030923923424353613,True
8,10,10.0,EX_cpd00477_e0,0.0002908014923936436,-0.0002908014923936436,True
8,10,10.0,EX_cpd00061_e0,0.0008149764212020201,-0.0008149764212020201,True
8,10,10.0,EX_cpd00091_e0,0.0004365946497415138,-0.0004365946497415138,True
10,12,0.1,EX_cpd00169_e0,2.221897637196462e-06,-2.221897637196462e-06,True
10,12,0.1,EX_cpd00024_e0,2.0810365270482967e-06,-2.0810365270482967e-06,True
10,12,0.1,EX_cpd00018_e0,1.2809382745167477e-06,-1.2809382745167477e-06,True
10,12,0.1,EX_cpd00395_e0,2.3544010430812647e-06,-2.3544010430812647e-06,True
10,12,0.1,EX_cpd01311_e0,6.561546859228441e-06,-0.0,False
10,12,0.1,EX_cpd00023_e0,0.0002307596212922782,-0.0002307596212922782,True
10,12,0.1,EX_cpd00111_e0,3.470772796557263e-05,-3.470772796557263e-05,True
10,12,0.1,EX_cpd00080_e0,3.3319083841605857e-06,-3.3319083841605857e-06,True
10,12,0.1,EX_cpd00477_e0,1.6612019269833344e-06,-1.6612019269833344e-06,True
10,12,0.1,EX_cpd00061_e0,7.633601256729599e-07,-7.633601256729599e-07,True
10,12,0.1,EX_cpd00091_e0,2.561625947644463e-06,-2.561625947644463e-06,True
10,12,0.5,EX_cpd00169_e0,1.1109488185982309e-05,-1.1109488185982309e-05,True
10,12,0.5,EX_cpd00024_e0,1.040518263524148e-05,-1.040518263524148e-05,True
10,12,0.5,EX_cpd00018_e0,6.404691372583738e-06,-6.404691372583738e-06,True
10,12,0.5,EX_cpd00395_e0,1.1772005215406322e-05,-1.1772005215406322e-05,True
10,12,0.5,EX_cpd01311_e0,3.28077342961422e-05,-0.0,False
10,12,0.5,EX_cpd00023_e0,0.001153798106461391,-0.001153798106461391,True
10,12,0.5,EX_cpd00111_e0,0.00017353863982786313,-0.00017353863982786313,True
10,12,0.5,EX_cpd00080_e0,1.6659541920802928e-05,-1.6659541920802928e-05,True
10,12,0.5,EX_cpd00477_e0,8.306009634916672e-06,-8.306009634916672e-06,True
10,12,0.5,EX_cpd00061_e0,3.816800628364799e-06,-3.816800628364799e-06,True
10,12,0.5,EX_cpd00091_e0,1.2808129738222312e-05,-1.2808129738222312e-05,True
10,12,1.0,EX_cpd00169_e0,2.2218976371964618e-05,-2.2218976371964618e-05,True
10,12,1.0,EX_cpd00024_e0,2.081036527048296e-05,-2.081036527048296e-05,True
10,12,1.0,EX_cpd00018_e0,1.2809382745167476e-05,-1.2809382745167476e-05,True
10,12,1.0,EX_cpd00395_e0,2.3544010430812644e-05,-2.3544010430812644e-05,True
10,12,1.0,EX_cpd01311_e0,6.56154685922844e-05,-0.0,False
10,12,1.0,EX_cpd00023_e0,0.002307596212922782,-0.002307596212922782,True
10,12,1.0,EX_cpd00111_e0,0.00034707727965572625,-0.00034707727965572625,True
10,12,1.0,EX_cpd00080_e0,3.3319083841605856e-05,-3.3319083841605856e-05,True
10,12,1.0,EX_cpd00477_e0,1.6612019269833345e-05,-1.6612019269833345e-05,True
10,12,1.0,EX_cpd00061_e0,7.633601256729598e-06,-7.633601256729598e-06,True
10,12,1.0,EX_cpd00091_e0,2.5616259476444624e-05,-2.5616259476444624e-05,True
10,12,2.0,EX_cpd00169_e0,4.4437952743929236e-05,-4.4437952743929236e-05,True
10,12,2.0,EX_cpd00024_e0,4.162073054096592e-05,-4.162073054096592e-05,True
10,12,2.0,EX_cpd00018_e0,2.5618765490334953e-05,-2.5618765490334953e-05,True
10,12,2.0,EX_cpd00395_e0,4.708802086162529e-05,-4.708802086162529e-05,True
10,12,2.0,EX_cpd01311_e0,0.0001312309371845688,-0.0,False
10,12,2.0,EX_cpd00023_e0,0.004615192425845564,-0.004615192425845564,True
10,12,2.0,EX_cpd00111_e0,0.0006941545593114525,-0.0006941545593114525,True
10,12,2.0,EX_cpd00080_e0,6.663816768321171e-05,-6.663816768321171e-05,True
10,12,2.0,EX_cpd00477_e0,3.322403853966669e-05,-3.322403853966669e-05,True
10,12,2.0,EX_cpd00061_e0,1.5267202513459196e-05,-1.5267202513459196e-05,True
10,12,2.0,EX_cpd00091_e0,5.123251895288925e-05,-5.123251895288925e-05,True
10,12,5.0,EX_cpd00169_e0,0.00011109488185982308,-0.00011109488185982308,True
10,12,5.0,EX_cpd00024_e0,0.00010405182635241482,-0.00010405182635241482,True
10,12,5.0,EX_cpd00018_e0,6.404691372583739e-05,-6.404691372583739e-05,True
10,12,5.0,EX_cpd00395_e0,0.00011772005215406323,-0.00011772005215406323,True
10,12,5.0,EX_cpd01311_e0,0.00032807734296142203,-0.0,False
10,12,5.0,EX_cpd00023_e0,0.011537981064613909,-0.011537981064613909,True
10,12,5.0,EX_cpd00111_e0,0.0017353863982786314,-0.0017353863982786314,True
10,12,5.0,EX_cpd00080_e0,0.00016659541920802928,-0.00016659541920802928,True
10,12,5.0,EX_cpd00477_e0,8.306009634916672e-05,-8.306009634916672e-05,True
10,12,5.0,EX_cpd00061_e0,3.8168006283648e-05,-3.8168006283648e-05,True
10,12,5.0,EX_cpd00091_e0,0.00012808129738222314,-0.00012808129738222314,True
10,12,10.0,EX_cpd00169_e0,0.00022218976371964617,-0.00022218976371964617,True
10,12,10.0,EX_cpd00024_e0,0.00020810365270482965,-0.00020810365270482965,True
10,12,10.0,EX_cpd00018_e0,0.00012809382745167477,-0.00012809382745167477,True
10,12,10.0,EX_cpd00395_e0,0.00023544010430812646,-0.00023544010430812646,True
10,12,10.0,EX_cpd01311_e0,0.0006561546859228441,-0.0,False
10,12,10.0,EX_cpd00023_e0,0.023075962129227818,-0.023075962129227818,True
10,12,10.0,EX_cpd00111_e0,0.003470772796557263,-0.003470772796557263,True
10,12,10.0,EX_cpd00080_e0,0.00033319083841605856,-0.00033319083841605856,True
10,12,10.0,EX_cpd00477_e0,0.00016612019269833343,-0.00016612019269833343,True
10,12,10.0,EX_cpd00061_e0,7.6336012567296e-05,-7.6336012567296e-05,True
10,12,10.0,EX_cpd00091_e0,0.0002561625947644463,-0.0002561625947644463,True
12,14,0.1,EX_cpd02711_e0,1.9031399519657326e-06,-1.9031399519657326e-06,True
12,14,0.1,EX_cpd00169_e0,2.1572935744225206e-06,-2.1572935744225206e-06,True
12,14,0.1,EX_cpd00024_e0,1.8690580792412412e-06,-1.8690580792412412e-06,True
12,14,0.1,EX_cpd00018_e0,1.9130708337157716e-06,-1.9130708337157716e-06,True
12,14,0.1,EX_cpd00395_e0,5.977328621691936e-08,-5.977328621691936e-08,True
12,14,0.1,EX_cpd01311_e0,5.385323891948528e-06,-0.0,False
12,14,0.1,EX_cpd00111_e0,2.7582950038243876e-06,-2.7582950038243876e-06,True
12,14,0.1,EX_cpd00477_e0,6.33923448982714e-07,-6.33923448982714e-07,True
12,14,0.1,EX_cpd00091_e0,1.9272956157258874e-07,-1.9272956157258874e-07,True
12,14,0.5,EX_cpd02711_e0,9.515699759828664e-06,-9.515699759828664e-06,True
12,14,0.5,EX_cpd00169_e0,1.0786467872112602e-05,-1.0786467872112602e-05,True
12,14,0.5,EX_cpd00024_e0,9.345290396206206e-06,-9.345290396206206e-06,True
12,14,0.5,EX_cpd00018_e0,9.565354168578858e-06,-9.565354168578858e-06,True
12,14,0.5,EX_cpd00395_e0,2.988664310845968e-07,-2.988664310845968e-07,True
12,14,0.5,EX_cpd01311_e0,2.692661945974264e-05,-0.0,False
12,14,0.5,EX_cpd00111_e0,1.3791475019121936e-05,-1.3791475019121936e-05,True
12,14,0.5,EX_cpd00477_e0,3.16961724491357e-06,-3.16961724491357e-06,True
12,14,0.5,EX_cpd00091_e0,9.636478078629437e-07,-9.636478078629437e-07,True
12,14,1.0,EX_cpd02711_e0,1.9031399519657328e-05,-1.9031399519657328e-05,True
12,14,1.0,EX_cpd00169_e0,2.1572935744225205e-05,-2.1572935744225205e-05,True
12,14,1.0,EX_cpd00024_e0,1.8690580792412413e-05,-1.8690580792412413e-05,True
12,14,1.0,EX_cpd00018_e0,1.9130708337157716e-05,-1.9130708337157716e-05,True
12,14,1.0,EX_cpd00395_e0,5.977328621691936e-07,-5.977328621691936e-07,True
12,14,1.0,EX_cpd01311_e0,5.385323891948528e-05,-0.0,False
