MTI1002_anvio_prot_seq_5	iPC815.YPO4071	59.5	692	273	3	1	689	1	688	3.29e-273	766
MTI1002_anvio_prot_seq_5	iYL1228.KPN_03922	58.1	690	286	2	1	689	1	688	6.22e-266	747
MTI1002_anvio_prot_seq_5	STM_v1_0.STM3655	57.8	690	288	2	1	689	1	688	5.05e-265	745
MTI1002_anvio_prot_seq_5	iSF_1195.SF3602	56.8	690	295	2	1	689	1	688	2.35e-258	728
MTI1002_anvio_prot_seq_5	iSDY_1059.SDY_4345	56.8	690	295	2	1	689	1	688	4.72e-258	727
MTI1002_anvio_prot_seq_5	iSSON_1240.SSON_3830	56.7	690	296	2	1	689	1	688	6.69e-258	727
MTI1002_anvio_prot_seq_5	iSbBS512_1146.SbBS512_E3966	56.4	690	298	2	1	689	1	688	1.09e-256	724
MTI1002_anvio_prot_seq_6	STM_v1_0.STM3656	82.1	302	52	1	1	300	1	302	1.47e-194	535
MTI1002_anvio_prot_seq_6	iSbBS512_1146.SbBS512_E3965	82.1	302	52	1	1	300	1	302	1.47e-194	535
MTI1002_anvio_prot_seq_6	iSDY_1059.SDY_4344	82.1	302	52	1	1	300	1	302	1.47e-194	535
MTI1002_anvio_prot_seq_6	iSF_1195.SF3603	82.1	302	52	1	1	300	1	302	1.47e-194	535
MTI1002_anvio_prot_seq_6	iSSON_1240.SSON_3829	82.1	302	52	1	1	300	1	302	1.47e-194	535
MTI1002_anvio_prot_seq_6	iYL1228.KPN_03923	82.1	301	52	1	1	299	1	301	2.44e-193	531
MTI1002_anvio_prot_seq_6	iPC815.YPO4072	80.1	301	58	1	1	299	1	301	1.63e-189	522
MTI1002_anvio_prot_seq_6	iJN1463.PP_0061	79.3	295	61	0	6	300	8	302	3.36e-180	499
MTI1002_anvio_prot_seq_6	iCN718.ABAYE_RS02360	80.1	291	58	0	6	296	8	298	6.23e-176	488
MTI1002_anvio_prot_seq_10	iYL1228.KPN_02641	29.9	77	54	0	86	162	83	159	6.79e-04	39.3
MTI1002_anvio_prot_seq_15	iPC815.YPO3762	63.8	483	175	0	1	483	1	483	2.43e-228	635
MTI1002_anvio_prot_seq_15	STM_v1_0.STM3986	62.9	483	179	0	1	483	1	483	5.67e-227	632
MTI1002_anvio_prot_seq_15	iML1515.b3849	62.5	483	181	0	1	483	1	483	8.04e-227	631
MTI1002_anvio_prot_seq_15	iSbBS512_1146.SbBS512_E4319	62.5	483	181	0	1	483	1	483	8.04e-227	631
MTI1002_anvio_prot_seq_15	iSDY_1059.SDY_3896	62.5	483	181	0	1	483	1	483	8.04e-227	631
MTI1002_anvio_prot_seq_15	iSF_1195.SF3925	62.5	483	181	0	1	483	1	483	8.04e-227	631
MTI1002_anvio_prot_seq_15	iSSON_1240.SSON_4022	62.5	483	181	0	1	483	1	483	8.04e-227	631
MTI1002_anvio_prot_seq_15	iYL1228.KPN_04343	63.7	463	168	0	21	483	1	463	7.71e-220	613
MTI1002_anvio_prot_seq_16	iPC815.YPO0239	71.8	457	129	0	1	457	1	457	1.44e-231	641
MTI1002_anvio_prot_seq_16	iYL1228.KPN_03690	70.5	457	135	0	1	457	1	457	7.88e-229	634
MTI1002_anvio_prot_seq_16	STM_v1_0.STM3409	70.2	457	136	0	1	457	1	457	3.20e-228	633
MTI1002_anvio_prot_seq_16	iML1515.b3290	70.2	457	136	0	1	457	1	457	6.44e-228	632
MTI1002_anvio_prot_seq_16	iSbBS512_1146.SbBS512_E3674	70.2	457	136	0	1	457	1	457	6.44e-228	632
MTI1002_anvio_prot_seq_16	iSF_1195.SF3321	70.2	457	136	0	1	457	1	457	6.44e-228	632
MTI1002_anvio_prot_seq_16	iSSON_1240.SSON_3430	70.2	457	136	0	1	457	1	457	6.44e-228	632
MTI1002_anvio_prot_seq_16	iSDY_1059.SDY_3466	70.0	457	137	0	1	457	1	457	2.61e-227	630
MTI1002_anvio_prot_seq_16	iJN1463.PP_0065	67.2	458	149	1	1	458	1	457	3.47e-213	595
MTI1002_anvio_prot_seq_18	iSSON_1240.SSON_3428	63.4	314	113	1	1	312	1	314	8.11e-143	405
MTI1002_anvio_prot_seq_18	iSDY_1059.SDY_3464	63.4	314	113	1	1	312	1	314	2.32e-142	404
MTI1002_anvio_prot_seq_18	iSF_1195.SF3319	62.7	314	115	1	1	312	1	314	4.67e-142	403
MTI1002_anvio_prot_seq_18	iSbBS512_1146.SbBS512_E3672	63.4	314	113	1	1	312	1	314	9.40e-142	402
MTI1002_anvio_prot_seq_18	iYL1228.KPN_03688	62.4	311	115	1	1	309	1	311	7.26e-139	395
MTI1002_anvio_prot_seq_18	STM_v1_0.STM3407	61.5	314	119	1	1	312	1	314	4.18e-138	393
MTI1002_anvio_prot_seq_18	iPC815.YPO0241	60.8	311	120	1	1	309	1	311	3.22e-135	385
MTI1002_anvio_prot_seq_19	iYO844.BSU15720	39.6	149	87	2	1	148	1	147	5.67e-32	112
